Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:34, Spawn entity.entity_meme_skeleton.name
minecraft:spawn_egg:35, Spawn entity.entity_meme_ufo.name
minecraft:spawn_egg:36, Spawn entity.entity_meme_craft.name
minecraft:spawn_egg:37, Spawn Glyphid
minecraft:spawn_egg:38, Spawn Glyphid Brawler
minecraft:spawn_egg:39, Spawn Glyphid Behemoth
minecraft:spawn_egg:67, Spawn Brenda
minecraft:spawn_egg:68, Spawn Glyphid Bombardier
minecraft:spawn_egg:69, Spawn Glyphid Blaster
minecraft:spawn_egg:70, Spawn Glyphid Scout
minecraft:spawn_egg:71, Spawn Big Man Johnson
minecraft:spawn_egg:72, Spawn Nuclear Monster
minecraft:spawn_egg:73, Spawn Paul
minecraft:spawn_egg:74, Spawn Brian
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
chisel:aluminum_stairs.5:0, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.5:8, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.6:0, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.6:8, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.7:0, tile.chisel.aluminum_stairs.7.name
chisel:aluminum_stairs.7:8, tile.chisel.aluminum_stairs.7.name
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:antiBlock:0, Anti Block
chisel:antiBlock:1, Anti Block
chisel:antiBlock:2, Anti Block
chisel:antiBlock:3, Anti Block
chisel:antiBlock:4, Anti Block
chisel:antiBlock:5, Anti Block
chisel:antiBlock:6, Anti Block
chisel:antiBlock:7, Anti Block
chisel:antiBlock:8, Anti Block
chisel:antiBlock:9, Anti Block
chisel:antiBlock:10, Anti Block
chisel:antiBlock:11, Anti Block
chisel:antiBlock:12, Anti Block
chisel:antiBlock:13, Anti Block
chisel:antiBlock:14, Anti Block
chisel:antiBlock:15, Anti Block
chisel:autoChisel, Auto Chisel
chisel:beacon:0, Beacon
chisel:beacon:1, Beacon
chisel:beacon:2, Beacon
chisel:beacon:3, Beacon
chisel:beacon:4, Beacon
chisel:beacon:5, Beacon
chisel:beacon:6, Beacon
chisel:beacon:7, Beacon
chisel:beacon:8, Beacon
chisel:beacon:9, Beacon
chisel:beacon:10, Beacon
chisel:beacon:11, Beacon
chisel:beacon:12, Beacon
chisel:beacon:13, Beacon
chisel:beacon:14, Beacon
chisel:beacon:15, Beacon
chisel:bookshelf:1, Bookshelf
chisel:bookshelf:2, Bookshelf
chisel:bookshelf:3, Bookshelf
chisel:bookshelf:4, Bookshelf
chisel:bookshelf:5, Bookshelf
chisel:bookshelf:6, Bookshelf
chisel:bookshelf:7, Bookshelf
chisel:bookshelf:8, Bookshelf
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
chisel:brickCustom:1, Brick Block
chisel:brickCustom:2, Brick Block
chisel:brickCustom:3, Brick Block
chisel:brickCustom:5, Brick Block
chisel:brickCustom:6, Brick Block
chisel:bronzeblock:0, Block of Bronze
chisel:bronzeblock:1, Block of Bronze
chisel:bronzeblock:2, Block of Bronze
chisel:bronzeblock:3, Block of Bronze
chisel:bronzeblock:4, Block of Bronze
chisel:bronzeblock:5, Block of Bronze
chisel:carpet_block:0, Carpet
chisel:carpet_block:1, Carpet
chisel:carpet_block:2, Carpet
chisel:carpet_block:3, Carpet
chisel:carpet_block:4, Carpet
chisel:carpet_block:5, Carpet
chisel:carpet_block:6, Carpet
chisel:carpet_block:7, Carpet
chisel:carpet_block:8, Carpet
chisel:carpet_block:9, Carpet
chisel:carpet_block:10, Carpet
chisel:carpet_block:11, Carpet
chisel:carpet_block:12, Carpet
chisel:carpet_block:13, Carpet
chisel:carpet_block:14, Carpet
chisel:carpet_block:15, Carpet
chisel:carpet:0, Floor Carpet
chisel:carpet:1, Floor Carpet
chisel:carpet:2, Floor Carpet
chisel:carpet:3, Floor Carpet
chisel:carpet:4, Floor Carpet
chisel:carpet:5, Floor Carpet
chisel:carpet:6, Floor Carpet
chisel:carpet:7, Floor Carpet
chisel:carpet:8, Floor Carpet
chisel:carpet:9, Floor Carpet
chisel:carpet:10, Floor Carpet
chisel:carpet:11, Floor Carpet
chisel:carpet:12, Floor Carpet
chisel:carpet:13, Floor Carpet
chisel:carpet:14, Floor Carpet
chisel:carpet:15, Floor Carpet
chisel:cloud:0, Cloud
chisel:cloud:1, Cloud
chisel:cloud:2, Cloud
chisel:cloud:3, Cloud
chisel:cloud:4, Cloud
chisel:cobblestone:1, Cobblestone
chisel:cobblestone:2, Cobblestone
chisel:cobblestone:3, Cobblestone
chisel:cobblestone:4, Cobblestone
chisel:cobblestone:5, Cobblestone
chisel:cobblestone:6, Cobblestone
chisel:cobblestone:7, Cobblestone
chisel:cobblestone:8, Cobblestone
chisel:cobblestone:9, Cobblestone
chisel:cobblestone:10, Cobblestone
chisel:cobblestone:11, Cobblestone
chisel:cobblestone:12, Cobblestone
chisel:cobblestone:13, Cobblestone
chisel:cobblestone:14, Cobblestone
chisel:cobblestone:15, Cobblestone
chisel:mossy_cobblestone:1, Mossy Cobblestone
chisel:mossy_cobblestone:2, Mossy Cobblestone
chisel:mossy_cobblestone:3, Mossy Cobblestone
chisel:mossy_cobblestone:4, Mossy Cobblestone
chisel:mossy_cobblestone:5, Mossy Cobblestone
chisel:mossy_cobblestone:6, Mossy Cobblestone
chisel:mossy_cobblestone:7, Mossy Cobblestone
chisel:mossy_cobblestone:8, Mossy Cobblestone
chisel:mossy_cobblestone:9, Mossy Cobblestone
chisel:mossy_cobblestone:10, Mossy Cobblestone
chisel:mossy_cobblestone:11, Mossy Cobblestone
chisel:mossy_cobblestone:12, Mossy Cobblestone
chisel:mossy_cobblestone:13, Mossy Cobblestone
chisel:mossy_cobblestone:14, Mossy Cobblestone
chisel:mossy_cobblestone:15, Mossy Cobblestone
chisel:concrete:0, Concrete
chisel:concrete:1, Concrete
chisel:concrete:2, Concrete
chisel:concrete:3, Concrete
chisel:concrete:4, Concrete
chisel:concrete:5, Concrete
chisel:concrete:6, Concrete
chisel:concrete:7, Concrete
chisel:concrete:8, Concrete
chisel:concrete:9, Concrete
chisel:concrete:10, Concrete
chisel:copperblock:0, Block of Copper
chisel:copperblock:1, Block of Copper
chisel:copperblock:2, Block of Copper
chisel:copperblock:3, Block of Copper
chisel:copperblock:4, Block of Copper
chisel:copperblock:5, Block of Copper
chisel:diamond_block:1, Diamond Block
chisel:diamond_block:2, Diamond Block
chisel:diamond_block:3, Diamond Block
chisel:diamond_block:4, Diamond Block
chisel:diamond_block:5, Diamond Block
chisel:diamond_block:6, Diamond Block
chisel:diamond_block:7, Diamond Block
chisel:diamond_block:8, Diamond Block
chisel:diamond_block:9, Diamond Block
chisel:diamond_block:10, Diamond Block
chisel:diamond_block:11, Diamond Block
chisel:diamond_block:12, Diamond Block
chisel:diorite:0, Diorite
chisel:diorite:1, Diorite
chisel:diorite:2, Diorite
chisel:diorite:3, Diorite
chisel:diorite:4, Diorite
chisel:diorite:5, Diorite
chisel:diorite:6, Diorite
chisel:dirt:0, Dirt
chisel:dirt:1, Dirt
chisel:dirt:2, Dirt
chisel:dirt:3, Dirt
chisel:dirt:4, Dirt
chisel:dirt:5, Dirt
chisel:dirt:6, Dirt
chisel:dirt:7, Dirt
chisel:dirt:8, Dirt
chisel:dirt:9, Dirt
chisel:dirt:10, Dirt
chisel:dirt:11, Dirt
chisel:dirt:12, Dirt
chisel:dirt:13, Dirt
chisel:dirt:14, Dirt
chisel:dirt:15, Dirt
chisel:emerald_block:1, Emerald Block
chisel:emerald_block:2, Emerald Block
chisel:emerald_block:3, Emerald Block
chisel:emerald_block:4, Emerald Block
chisel:emerald_block:5, Emerald Block
chisel:emerald_block:6, Emerald Block
chisel:emerald_block:7, Emerald Block
chisel:emerald_block:8, Emerald Block
chisel:emerald_block:9, Emerald Block
chisel:emerald_block:10, Emerald Block
chisel:emerald_block:11, Emerald Block
chisel:end_Stone:0, End Stone
chisel:end_Stone:1, End Stone
chisel:end_Stone:2, End Stone
chisel:end_Stone:3, End Stone
chisel:end_Stone:4, End Stone
chisel:end_Stone:5, End Stone
chisel:end_Stone:6, End Stone
chisel:end_Stone:7, End Stone
chisel:end_Stone:8, End Stone
chisel:end_Stone:9, End Stone
chisel:end_Stone:10, End Stone
chisel:end_Stone:11, End Stone
chisel:end_Stone:12, End Stone
chisel:end_Stone:13, End Stone
chisel:factoryblock:0, Factory Block
chisel:factoryblock:1, Factory Block
chisel:factoryblock:2, Factory Block
chisel:factoryblock:3, Factory Block
chisel:factoryblock:4, Factory Block
chisel:factoryblock:5, Factory Block
chisel:factoryblock:6, Factory Block
chisel:factoryblock:7, Factory Block
chisel:factoryblock:8, Factory Block
chisel:factoryblock:9, Factory Block
chisel:factoryblock:10, Factory Block
chisel:factoryblock:11, Factory Block
chisel:factoryblock:12, Factory Block
chisel:factoryblock:13, Factory Block
chisel:factoryblock:14, Factory Block
chisel:factoryblock:15, Factory Block
chisel:factoryblock2:0, Factory Block
chisel:factoryblock2:1, Factory Block
chisel:factoryblock2:2, Factory Block
chisel:factoryblock2:3, Factory Block
chisel:fantasyblock:0, Purpled Fantasy Block
chisel:fantasyblock:1, Purpled Fantasy Block
chisel:fantasyblock:2, Purpled Fantasy Block
chisel:fantasyblock:3, Purpled Fantasy Block
chisel:fantasyblock:4, Purpled Fantasy Block
chisel:fantasyblock:5, Purpled Fantasy Block
chisel:fantasyblock:6, Purpled Fantasy Block
chisel:fantasyblock:7, Purpled Fantasy Block
chisel:fantasyblock:8, Purpled Fantasy Block
chisel:fantasyblock:9, Purpled Fantasy Block
chisel:fantasyblock:10, Purpled Fantasy Block
chisel:fantasyblock:11, Purpled Fantasy Block
chisel:fantasyblock:12, Purpled Fantasy Block
chisel:fantasyblock:13, Purpled Fantasy Block
chisel:fantasyblock:14, Purpled Fantasy Block
chisel:fantasyblock:15, Purpled Fantasy Block
chisel:fantasyblock2:0, Fantasy Block
chisel:fantasyblock2:1, Fantasy Block
chisel:fantasyblock2:2, Fantasy Block
chisel:fantasyblock2:3, Fantasy Block
chisel:fantasyblock2:4, Fantasy Block
chisel:fantasyblock2:5, Fantasy Block
chisel:fantasyblock2:6, Fantasy Block
chisel:fantasyblock2:7, Fantasy Block
chisel:fantasyblock2:8, Fantasy Block
chisel:fantasyblock2:9, Fantasy Block
chisel:fantasyblock2:10, Fantasy Block
chisel:fantasyblock2:11, Fantasy Block
chisel:fantasyblock2:12, Fantasy Block
chisel:fantasyblock2:13, Fantasy Block
chisel:fantasyblock2:14, Fantasy Block
chisel:fantasyblock2:15, Fantasy Block
chisel:futura:0, Futura Block
chisel:futura:1, Futura Block
chisel:futura:2, Futura Block
chisel:futura:3, Futura Block
chisel:futura:4, Futura Block
chisel:futura:5, Futura Block
chisel:futuraCircuit:0, Futura Circuit
chisel:futuraCircuit:1, Futura Circuit
chisel:futuraCircuit:2, Futura Circuit
chisel:futuraCircuit:3, Futura Circuit
chisel:futuraCircuit:4, Futura Circuit
chisel:futuraCircuit:5, Futura Circuit
chisel:futuraCircuit:6, Futura Circuit
chisel:futuraCircuit:7, Futura Circuit
chisel:futuraCircuit:8, Futura Circuit
chisel:futuraCircuit:9, Futura Circuit
chisel:futuraCircuit:10, Futura Circuit
chisel:futuraCircuit:11, Futura Circuit
chisel:futuraCircuit:12, Futura Circuit
chisel:futuraCircuit:13, Futura Circuit
chisel:futuraCircuit:14, Futura Circuit
chisel:futuraCircuit:15, Futura Circuit
chisel:glass:1, Glass
chisel:glass:2, Glass
chisel:glass:3, Glass
chisel:glass:4, Glass
chisel:glass:5, Glass
chisel:glass:6, Glass
chisel:glass:7, Glass
chisel:glass:8, Glass
chisel:glass:9, Glass
chisel:glass:10, Glass
chisel:glass:11, Glass
chisel:glass:12, Glass
chisel:glass:13, Glass
chisel:glass:14, Glass
chisel:glass:15, Glass
chisel:glass2:0, Glass
chisel:glass_pane:1, Glass Pane
chisel:glass_pane:2, Glass Pane
chisel:glass_pane:3, Glass Pane
chisel:glass_pane:4, Glass Pane
chisel:glass_pane:12, Glass Pane
chisel:glass_pane:13, Glass Pane
chisel:glass_pane:14, Glass Pane
chisel:glass_pane:15, Glass Pane
chisel:stained_glass_forestry:0, Stained Glass
chisel:stained_glass_forestry:1, Stained Glass
chisel:stained_glass_forestry:2, Stained Glass
chisel:stained_glass_forestry:3, Stained Glass
chisel:stained_glass_forestry:4, Stained Glass
chisel:stained_glass_forestry:5, Stained Glass
chisel:stained_glass_forestry:6, Stained Glass
chisel:stained_glass_forestry:7, Stained Glass
chisel:stained_glass_forestry:8, Stained Glass
chisel:stained_glass_forestry:9, Stained Glass
chisel:stained_glass_forestry:10, Stained Glass
chisel:stained_glass_forestry:11, Stained Glass
chisel:stained_glass_forestry:12, Stained Glass
chisel:stained_glass_forestry:13, Stained Glass
chisel:stained_glass_forestry:14, Stained Glass
chisel:stained_glass_forestry:15, Stained Glass
chisel:stained_glass_white:0, Stained Glass
chisel:stained_glass_white:1, Stained Glass
chisel:stained_glass_white:2, Stained Glass
chisel:stained_glass_white:3, Stained Glass
chisel:stained_glass_white:4, Stained Glass
chisel:stained_glass_white:5, Stained Glass
chisel:stained_glass_white:6, Stained Glass
chisel:stained_glass_white:7, Stained Glass
chisel:stained_glass_white:8, Stained Glass
chisel:stained_glass_white:9, Stained Glass
chisel:stained_glass_white:10, Stained Glass
chisel:stained_glass_white:11, Stained Glass
chisel:stained_glass_white:12, Stained Glass
chisel:stained_glass_white:13, Stained Glass
chisel:stained_glass_white:14, Stained Glass
chisel:stained_glass_white:15, Stained Glass
chisel:stained_glass_yellow:0, Stained Glass
chisel:stained_glass_yellow:1, Stained Glass
chisel:stained_glass_yellow:2, Stained Glass
chisel:stained_glass_yellow:3, Stained Glass
chisel:stained_glass_yellow:4, Stained Glass
chisel:stained_glass_yellow:5, Stained Glass
chisel:stained_glass_yellow:6, Stained Glass
chisel:stained_glass_yellow:7, Stained Glass
chisel:stained_glass_yellow:8, Stained Glass
chisel:stained_glass_yellow:9, Stained Glass
chisel:stained_glass_yellow:10, Stained Glass
chisel:stained_glass_yellow:11, Stained Glass
chisel:stained_glass_yellow:12, Stained Glass
chisel:stained_glass_yellow:13, Stained Glass
chisel:stained_glass_yellow:14, Stained Glass
chisel:stained_glass_yellow:15, Stained Glass
chisel:stained_glass_lightgray:0, Stained Glass
chisel:stained_glass_lightgray:1, Stained Glass
chisel:stained_glass_lightgray:2, Stained Glass
chisel:stained_glass_lightgray:3, Stained Glass
chisel:stained_glass_lightgray:4, Stained Glass
chisel:stained_glass_lightgray:5, Stained Glass
chisel:stained_glass_lightgray:6, Stained Glass
chisel:stained_glass_lightgray:7, Stained Glass
chisel:stained_glass_lightgray:8, Stained Glass
chisel:stained_glass_lightgray:9, Stained Glass
chisel:stained_glass_lightgray:10, Stained Glass
chisel:stained_glass_lightgray:11, Stained Glass
chisel:stained_glass_lightgray:12, Stained Glass
chisel:stained_glass_lightgray:13, Stained Glass
chisel:stained_glass_lightgray:14, Stained Glass
chisel:stained_glass_lightgray:15, Stained Glass
chisel:stained_glass_brown:0, Stained Glass
chisel:stained_glass_brown:1, Stained Glass
chisel:stained_glass_brown:2, Stained Glass
chisel:stained_glass_brown:3, Stained Glass
chisel:stained_glass_brown:4, Stained Glass
chisel:stained_glass_brown:5, Stained Glass
chisel:stained_glass_brown:6, Stained Glass
chisel:stained_glass_brown:7, Stained Glass
chisel:stained_glass_brown:8, Stained Glass
chisel:stained_glass_brown:9, Stained Glass
chisel:stained_glass_brown:10, Stained Glass
chisel:stained_glass_brown:11, Stained Glass
chisel:stained_glass_brown:12, Stained Glass
chisel:stained_glass_brown:13, Stained Glass
chisel:stained_glass_brown:14, Stained Glass
chisel:stained_glass_brown:15, Stained Glass
chisel:stained_glass_pane_white:0, Stained Glass Pane
chisel:stained_glass_pane_white:1, Stained Glass Pane
chisel:stained_glass_pane_white:2, Stained Glass Pane
chisel:stained_glass_pane_white:3, Stained Glass Pane
chisel:stained_glass_pane_white:4, Stained Glass Pane
chisel:stained_glass_pane_white:5, Stained Glass Pane
chisel:stained_glass_pane_white:8, Stained Glass Pane
chisel:stained_glass_pane_white:9, Stained Glass Pane
chisel:stained_glass_pane_white:10, Stained Glass Pane
chisel:stained_glass_pane_white:11, Stained Glass Pane
chisel:stained_glass_pane_white:12, Stained Glass Pane
chisel:stained_glass_pane_white:13, Stained Glass Pane
chisel:stained_glass_pane_magenta:0, Stained Glass Pane
chisel:stained_glass_pane_magenta:1, Stained Glass Pane
chisel:stained_glass_pane_magenta:2, Stained Glass Pane
chisel:stained_glass_pane_magenta:3, Stained Glass Pane
chisel:stained_glass_pane_magenta:4, Stained Glass Pane
chisel:stained_glass_pane_magenta:5, Stained Glass Pane
chisel:stained_glass_pane_magenta:8, Stained Glass Pane
chisel:stained_glass_pane_magenta:9, Stained Glass Pane
chisel:stained_glass_pane_magenta:10, Stained Glass Pane
chisel:stained_glass_pane_magenta:11, Stained Glass Pane
chisel:stained_glass_pane_magenta:12, Stained Glass Pane
chisel:stained_glass_pane_magenta:13, Stained Glass Pane
chisel:stained_glass_pane_yellow:0, Stained Glass Pane
chisel:stained_glass_pane_yellow:1, Stained Glass Pane
chisel:stained_glass_pane_yellow:2, Stained Glass Pane
chisel:stained_glass_pane_yellow:3, Stained Glass Pane
chisel:stained_glass_pane_yellow:4, Stained Glass Pane
chisel:stained_glass_pane_yellow:5, Stained Glass Pane
chisel:stained_glass_pane_yellow:8, Stained Glass Pane
chisel:stained_glass_pane_yellow:9, Stained Glass Pane
chisel:stained_glass_pane_yellow:10, Stained Glass Pane
chisel:stained_glass_pane_yellow:11, Stained Glass Pane
chisel:stained_glass_pane_yellow:12, Stained Glass Pane
chisel:stained_glass_pane_yellow:13, Stained Glass Pane
chisel:stained_glass_pane_pink:0, Stained Glass Pane
chisel:stained_glass_pane_pink:1, Stained Glass Pane
chisel:stained_glass_pane_pink:2, Stained Glass Pane
chisel:stained_glass_pane_pink:3, Stained Glass Pane
chisel:stained_glass_pane_pink:4, Stained Glass Pane
chisel:stained_glass_pane_pink:5, Stained Glass Pane
chisel:stained_glass_pane_pink:8, Stained Glass Pane
chisel:stained_glass_pane_pink:9, Stained Glass Pane
chisel:stained_glass_pane_pink:10, Stained Glass Pane
chisel:stained_glass_pane_pink:11, Stained Glass Pane
chisel:stained_glass_pane_pink:12, Stained Glass Pane
chisel:stained_glass_pane_pink:13, Stained Glass Pane
chisel:stained_glass_pane_lightgray:0, Stained Glass Pane
chisel:stained_glass_pane_lightgray:1, Stained Glass Pane
chisel:stained_glass_pane_lightgray:2, Stained Glass Pane
chisel:stained_glass_pane_lightgray:3, Stained Glass Pane
chisel:stained_glass_pane_lightgray:4, Stained Glass Pane
chisel:stained_glass_pane_lightgray:5, Stained Glass Pane
